t,Sensor T [K],Sensor V [V],Control T [K],Control V [V],Heater Range [a.u.],Heater % [a.u.]
1559885383.913667,+142.73,+0.8848,+212.3,+0.7270,0,000
1559885405.939419,+142.68,+0.8849,+212.2,+0.7271,0,000
1559885427.9649842,+142.62,+0.8850,+212.2,+0.7272,0,000
1559885449.9908397,+142.57,+0.8851,+212.2,+0.7272,0,000
1559885472.0163927,+142.51,+0.8853,+212.2,+0.7273,0,000
1559885494.041701,+142.46,+0.8854,+212.1,+0.7274,0,000
1559885516.0672193,+142.40,+0.8855,+212.1,+0.7274,0,000
1559885538.0925696,+142.35,+0.8856,+212.1,+0.7275,0,000
1559885560.1178918,+142.30,+0.8858,+212.0,+0.7276,0,000
1559885582.1433606,+142.24,+0.8859,+212.0,+0.7277,0,000
1559885604.1686852,+142.18,+0.8860,+212.0,+0.7277,0,000
1559885626.194223,+142.13,+0.8861,+211.9,+0.7278,0,000
1559885648.2196734,+142.08,+0.8862,+211.9,+0.7279,0,000
1559885670.2450445,+142.02,+0.8864,+211.9,+0.7280,0,000
1559885692.270522,+141.96,+0.8865,+211.8,+0.7280,0,000
1559885714.2955585,+141.91,+0.8866,+211.8,+0.7281,0,000
1559885736.3211684,+141.85,+0.8867,+211.8,+0.7282,0,000
1559885758.34668,+141.80,+0.8869,+211.7,+0.7283,0,000
1559885780.3720515,+141.74,+0.8870,+211.7,+0.7283,0,000
1559885802.3975716,+141.69,+0.8871,+211.7,+0.7284,0,000
1559885824.4211638,+141.64,+0.8872,+211.7,+0.7285,0,000
1559885846.4466999,+141.57,+0.8874,+211.6,+0.7285,0,000
1559885868.4720132,+141.53,+0.8875,+211.6,+0.7286,0,000
1559885890.4966946,+141.46,+0.8876,+211.6,+0.7287,0,000
1559885912.5221932,+141.41,+0.8877,+211.5,+0.7288,0,000
1559885934.5477128,+141.36,+0.8878,+211.5,+0.7288,0,000
1559885956.5732074,+141.30,+0.8880,+211.5,+0.7289,0,000
1559885978.5987883,+141.25,+0.8881,+211.4,+0.7290,0,000
1559886000.6243522,+141.20,+0.8882,+211.4,+0.7290,0,000
1559886022.6497567,+141.15,+0.8883,+211.4,+0.7291,0,000
1559886044.6735146,+141.09,+0.8884,+211.3,+0.7292,0,000
1559886066.696998,+141.04,+0.8885,+211.3,+0.7293,0,000
1559886088.7225006,+140.98,+0.8887,+211.3,+0.7293,0,000
1559886110.7477627,+140.93,+0.8888,+211.3,+0.7294,0,000
1559886132.7732553,+140.88,+0.8889,+211.2,+0.7295,0,000
1559886154.7988608,+140.83,+0.8890,+211.2,+0.7295,0,000
1559886176.8242147,+140.77,+0.8891,+211.2,+0.7296,0,000
1559886198.8482993,+140.72,+0.8893,+211.1,+0.7297,0,000
1559886220.873663,+140.66,+0.8894,+211.1,+0.7298,0,000
1559886242.8991003,+140.61,+0.8895,+211.1,+0.7298,0,000
1559886264.9248576,+140.55,+0.8896,+211.0,+0.7299,0,000
1559886286.9489825,+140.50,+0.8898,+211.0,+0.7300,0,000
1559886308.97304,+140.44,+0.8899,+211.0,+0.7301,0,000
1559886330.9964023,+140.38,+0.8900,+210.9,+0.7301,0,000
1559886353.020891,+140.33,+0.8901,+210.9,+0.7302,0,000
1559886375.0463133,+140.27,+0.8903,+210.9,+0.7303,0,000
1559886397.0711591,+140.22,+0.8904,+210.8,+0.7303,0,000
1559886419.0956194,+140.16,+0.8905,+210.8,+0.7304,0,000
1559886441.1211646,+140.10,+0.8906,+210.8,+0.7305,0,000
1559886463.1467333,+140.05,+0.8907,+210.8,+0.7306,0,000
1559886485.1723666,+139.99,+0.8909,+210.7,+0.7306,0,000
1559886507.1963909,+139.94,+0.8910,+210.7,+0.7307,0,000
1559886529.2220953,+139.88,+0.8911,+210.7,+0.7308,0,000
1559886551.2475064,+139.82,+0.8912,+210.6,+0.7308,0,000
1559886573.2723176,+139.77,+0.8913,+210.6,+0.7309,0,000
1559886595.2969592,+139.71,+0.8915,+210.6,+0.7310,0,000
1559886617.320955,+139.66,+0.8916,+210.5,+0.7311,0,000
1559886639.3449898,+139.59,+0.8917,+210.5,+0.7311,0,000
1559886661.3705118,+139.54,+0.8918,+210.5,+0.7312,0,000
1559886683.395109,+139.49,+0.8919,+210.4,+0.7313,0,000
1559886705.4197104,+139.43,+0.8921,+210.4,+0.7314,0,000
1559886727.444182,+139.38,+0.8922,+210.4,+0.7314,0,000
1559886749.46955,+139.32,+0.8923,+210.4,+0.7315,0,000
1559886771.4948971,+139.26,+0.8924,+210.3,+0.7316,0,000
1559886793.5203712,+139.20,+0.8926,+210.3,+0.7316,0,000
1559886815.5450428,+139.15,+0.8927,+210.3,+0.7317,0,000
1559886837.5682921,+139.09,+0.8928,+210.2,+0.7318,0,000
1559886859.5938823,+139.03,+0.8929,+210.2,+0.7319,0,000
1559886881.6196175,+138.98,+0.8930,+210.2,+0.7319,0,000
1559886903.6452637,+138.93,+0.8932,+210.1,+0.7320,0,000
1559886925.670884,+138.86,+0.8933,+210.1,+0.7321,0,000
1559886947.6963267,+138.81,+0.8934,+210.1,+0.7321,0,000
1559886969.7207582,+138.76,+0.8935,+210.0,+0.7322,0,000
1559886991.7453058,+138.71,+0.8936,+210.0,+0.7323,0,000
1559887013.7708204,+138.64,+0.8938,+210.0,+0.7324,0,000
1559887035.796064,+138.59,+0.8939,+210.0,+0.7324,0,000
1559887057.8217304,+138.53,+0.8940,+209.9,+0.7325,0,000
1559887079.8474135,+138.47,+0.8941,+209.9,+0.7325,0,000
1559887101.8729506,+138.43,+0.8942,+209.9,+0.7326,0,000
1559887123.898596,+138.37,+0.8944,+209.8,+0.7327,0,000
1559887145.9237027,+138.32,+0.8945,+209.8,+0.7328,0,000
1559887167.9483805,+138.26,+0.8946,+209.8,+0.7328,0,000
1559887189.9740574,+138.21,+0.8947,+209.7,+0.7329,0,000
1559887211.999637,+138.15,+0.8948,+209.7,+0.7330,0,000
1559887234.0249448,+138.08,+0.8950,+209.7,+0.7330,0,000
1559887256.0504339,+138.03,+0.8951,+209.6,+0.7331,0,000
1559887278.0756497,+137.98,+0.8952,+209.6,+0.7332,0,000
1559887300.1003387,+137.92,+0.8953,+209.6,+0.7333,0,000
1559887322.1260786,+137.86,+0.8954,+209.6,+0.7333,0,000
1559887344.151641,+137.80,+0.8956,+209.5,+0.7334,0,000
1559887366.176889,+137.76,+0.8957,+209.5,+0.7335,0,000
1559887388.2025688,+137.70,+0.8958,+209.5,+0.7335,0,000
1559887410.2282495,+137.64,+0.8959,+209.4,+0.7336,0,000
1559887432.25372,+137.59,+0.8960,+209.4,+0.7337,0,000
1559887454.2793167,+137.53,+0.8961,+209.4,+0.7338,0,000
1559887476.3050287,+137.48,+0.8963,+209.4,+0.7338,0,000
1559887498.3307588,+137.42,+0.8964,+209.3,+0.7339,0,000
1559887520.3562224,+137.37,+0.8965,+209.3,+0.7340,0,000
1559887542.3814783,+137.31,+0.8966,+209.3,+0.7340,0,000
1559887564.4068632,+137.25,+0.8967,+209.2,+0.7341,0,000
1559887586.430512,+137.20,+0.8969,+209.2,+0.7342,0,000
1559887608.4561393,+137.14,+0.8970,+209.2,+0.7342,0,000
1559887630.4814007,+137.09,+0.8971,+209.1,+0.7343,0,000
1559887652.505002,+137.03,+0.8972,+209.1,+0.7344,0,000
1559887674.5305657,+136.98,+0.8973,+209.1,+0.7345,0,000
1559887696.5561962,+136.92,+0.8975,+209.0,+0.7345,0,000
1559887718.5816615,+136.87,+0.8976,+209.0,+0.7346,0,000
1559887740.6070926,+136.81,+0.8977,+209.0,+0.7347,0,000
1559887762.6317103,+136.75,+0.8978,+209.0,+0.7347,0,000
1559887784.6572871,+136.70,+0.8979,+208.9,+0.7348,0,000
1559887806.6828752,+136.65,+0.8981,+208.9,+0.7349,0,000
1559887828.708432,+136.59,+0.8982,+208.9,+0.7350,0,000
1559887850.734027,+136.53,+0.8983,+208.8,+0.7350,0,000
1559887872.7596169,+136.48,+0.8984,+208.8,+0.7351,0,000
1559887894.7851954,+136.42,+0.8985,+208.8,+0.7352,0,000
1559887916.8108718,+136.37,+0.8987,+208.7,+0.7352,0,000
1559887938.8363738,+136.31,+0.8988,+208.7,+0.7353,0,000
1559887960.8617115,+136.25,+0.8989,+208.7,+0.7354,0,000
1559887982.8873646,+136.20,+0.8990,+208.7,+0.7354,0,000
1559888004.9129634,+136.15,+0.8991,+208.6,+0.7355,0,000
1559888026.9363987,+136.09,+0.8993,+208.6,+0.7356,0,000
1559888048.9623482,+136.04,+0.8994,+208.6,+0.7356,0,000
1559888070.9879947,+135.98,+0.8995,+208.5,+0.7357,0,000
1559888093.013195,+135.92,+0.8996,+208.5,+0.7358,0,000
1559888115.0390196,+135.86,+0.8997,+208.5,+0.7359,0,000
1559888137.0649264,+135.81,+0.8998,+208.5,+0.7359,0,000
1559888159.0907888,+135.76,+0.9000,+208.4,+0.7360,0,000
1559888181.1164641,+135.70,+0.9001,+208.4,+0.7361,0,000
1559888203.1423326,+135.65,+0.9002,+208.4,+0.7361,0,000
1559888225.1682522,+135.59,+0.9003,+208.3,+0.7362,0,000
1559888247.1935728,+135.53,+0.9004,+208.3,+0.7363,0,000
1559888269.2176049,+135.47,+0.9006,+208.3,+0.7364,0,000
1559888291.2433827,+135.43,+0.9007,+208.2,+0.7364,0,000
1559888313.2684178,+135.37,+0.9008,+208.2,+0.7365,0,000
1559888335.2929928,+135.30,+0.9009,+208.2,+0.7366,0,000
1559888357.318543,+135.24,+0.9011,+208.1,+0.7366,0,000
1559888379.3442054,+135.19,+0.9012,+208.1,+0.7367,0,000
1559888401.3689587,+135.14,+0.9013,+208.1,+0.7368,0,000
1559888423.3943145,+135.09,+0.9014,+208.0,+0.7369,0,000
1559888445.419734,+135.03,+0.9015,+208.0,+0.7369,0,000
1559888467.4453568,+134.97,+0.9017,+208.0,+0.7370,0,000
1559888489.470716,+134.91,+0.9018,+208.0,+0.7371,0,000
1559888511.4961925,+134.86,+0.9019,+207.9,+0.7371,0,000
1559888533.5207489,+134.80,+0.9020,+207.9,+0.7372,0,000
1559888555.546252,+134.75,+0.9021,+207.9,+0.7373,0,000
1559888577.5718486,+134.70,+0.9022,+207.8,+0.7373,0,000
1559888599.5969698,+134.64,+0.9024,+207.8,+0.7374,0,000
1559888621.6226056,+134.59,+0.9025,+207.8,+0.7375,0,000
1559888643.6482904,+134.53,+0.9026,+207.7,+0.7375,0,000
1559888665.6738362,+134.48,+0.9027,+207.7,+0.7376,0,000
1559888687.697601,+134.43,+0.9028,+207.7,+0.7377,0,000
1559888709.7222395,+134.37,+0.9030,+207.7,+0.7378,0,000
1559888731.7477705,+134.32,+0.9031,+207.6,+0.7378,0,000
1559888753.773408,+134.26,+0.9032,+207.6,+0.7379,0,000
1559888775.7988641,+134.22,+0.9033,+207.6,+0.7380,0,000
1559888797.824535,+134.15,+0.9034,+207.5,+0.7380,0,000
1559888819.8501015,+134.09,+0.9035,+207.5,+0.7381,0,000
1559888841.875661,+134.04,+0.9037,+207.5,+0.7382,0,000
1559888863.9009564,+133.98,+0.9038,+207.4,+0.7383,0,000
1559888885.9265594,+133.92,+0.9039,+207.4,+0.7383,0,000
1559888907.9510782,+133.86,+0.9040,+207.4,+0.7384,0,000
1559888929.976562,+133.81,+0.9041,+207.3,+0.7385,0,000
1559888952.0021353,+133.75,+0.9043,+207.3,+0.7385,0,000
1559888974.027746,+133.70,+0.9044,+207.3,+0.7386,0,000
1559888996.0535026,+133.64,+0.9045,+207.3,+0.7387,0,000
1559889018.0788205,+133.59,+0.9046,+207.2,+0.7387,0,000
1559889040.1041408,+133.54,+0.9047,+207.2,+0.7388,0,000
1559889062.1296246,+133.47,+0.9049,+207.2,+0.7389,0,000
1559889084.1549222,+133.42,+0.9050,+207.2,+0.7390,0,000
1559889106.180214,+133.37,+0.9051,+207.1,+0.7390,0,000
1559889128.205795,+133.32,+0.9052,+207.1,+0.7391,0,000
1559889150.2313242,+133.27,+0.9053,+207.1,+0.7391,0,000
1559889172.2568817,+133.21,+0.9054,+207.0,+0.7392,0,000
1559889194.282303,+133.16,+0.9056,+207.0,+0.7393,0,000
1559889216.3078315,+133.10,+0.9057,+207.0,+0.7393,0,000
1559889238.3335338,+133.05,+0.9058,+206.9,+0.7394,0,000
1559889260.3590758,+132.99,+0.9059,+206.9,+0.7395,0,000
1559889282.3845086,+132.94,+0.9060,+206.9,+0.7396,0,000
1559889304.4100409,+132.89,+0.9061,+206.9,+0.7396,0,000
1559889326.4356337,+132.83,+0.9063,+206.8,+0.7397,0,000
1559889348.4610143,+132.77,+0.9064,+206.8,+0.7398,0,000
1559889370.4843884,+132.71,+0.9065,+206.8,+0.7398,0,000
1559889392.507713,+132.66,+0.9066,+206.7,+0.7399,0,000
1559889414.5330236,+132.60,+0.9067,+206.7,+0.7400,0,000
1559889436.5584779,+132.55,+0.9068,+206.7,+0.7400,0,000
1559889458.58404,+132.50,+0.9070,+206.6,+0.7401,0,000
1559889480.609541,+132.44,+0.9071,+206.6,+0.7402,0,000
1559889502.634776,+132.39,+0.9072,+206.6,+0.7403,0,000
1559889524.6600704,+132.33,+0.9073,+206.6,+0.7403,0,000
1559889546.6849935,+132.28,+0.9074,+206.5,+0.7404,0,000
1559889568.709056,+132.23,+0.9076,+206.5,+0.7404,0,000
1559889590.7329981,+132.17,+0.9077,+206.5,+0.7405,0,000
1559889612.7585611,+132.12,+0.9078,+206.4,+0.7406,0,000
1559889634.7837918,+132.05,+0.9079,+206.4,+0.7407,0,000
1559889656.8089852,+132.00,+0.9080,+206.4,+0.7407,0,000
1559889678.8328571,+131.94,+0.9082,+206.4,+0.7408,0,000
1559889700.85686,+131.89,+0.9083,+206.3,+0.7409,0,000
1559889722.8809705,+131.83,+0.9084,+206.3,+0.7409,0,000
1559889744.9064312,+131.78,+0.9085,+206.3,+0.7410,0,000
1559889766.927733,+131.72,+0.9086,+206.2,+0.7411,0,000
1559889788.9536395,+131.66,+0.9088,+206.2,+0.7412,0,000
1559889810.9793427,+131.61,+0.9089,+206.2,+0.7412,0,000
1559889833.0051107,+131.55,+0.9090,+206.1,+0.7413,0,000
1559889855.0291214,+131.50,+0.9091,+206.1,+0.7414,0,000
1559889877.0549328,+131.45,+0.9092,+206.1,+0.7414,0,000
1559889899.079036,+131.39,+0.9094,+206.1,+0.7415,0,000
1559889921.1031284,+131.33,+0.9095,+206.0,+0.7416,0,000
1559889943.1291761,+131.28,+0.9096,+206.0,+0.7416,0,000
1559889965.152413,+131.22,+0.9097,+206.0,+0.7417,0,000
1559889987.1781487,+131.17,+0.9098,+205.9,+0.7418,0,000
1559890009.2038374,+131.12,+0.9099,+205.9,+0.7419,0,000
1559890031.229477,+131.06,+0.9100,+205.9,+0.7419,0,000
1559890053.255151,+131.00,+0.9102,+205.8,+0.7420,0,000
1559890075.281028,+130.95,+0.9103,+205.8,+0.7420,0,000
1559890097.3061771,+130.89,+0.9104,+205.8,+0.7421,0,000
1559890119.3319354,+130.84,+0.9105,+205.8,+0.7422,0,000
1559890141.3575842,+130.79,+0.9106,+205.7,+0.7423,0,000
1559890163.3830388,+130.74,+0.9108,+205.7,+0.7423,0,000
1559890185.4084535,+130.68,+0.9109,+205.7,+0.7424,0,000
1559890207.4322567,+130.63,+0.9110,+205.6,+0.7425,0,000
1559890229.4575996,+130.57,+0.9111,+205.6,+0.7425,0,000
1559890251.480892,+130.52,+0.9112,+205.6,+0.7426,0,000
1559890273.5050533,+130.47,+0.9113,+205.5,+0.7427,0,000
1559890295.530631,+130.42,+0.9115,+205.5,+0.7427,0,000
1559890317.5556972,+130.36,+0.9116,+205.5,+0.7428,0,000
1559890339.581311,+130.31,+0.9117,+205.5,+0.7429,0,000
1559890361.6044347,+130.26,+0.9118,+205.4,+0.7429,0,000
1559890383.6303098,+130.20,+0.9119,+205.4,+0.7430,0,000
1559890405.6560757,+130.15,+0.9120,+205.4,+0.7431,0,000
1559890427.6819592,+130.09,+0.9121,+205.3,+0.7431,0,000
1559890449.7075646,+130.04,+0.9123,+205.3,+0.7432,0,000
1559890471.732515,+129.99,+0.9124,+205.3,+0.7433,0,000
1559890493.7582002,+129.93,+0.9125,+205.3,+0.7433,0,000
1559890515.7837203,+129.88,+0.9126,+205.2,+0.7434,0,000
1559890537.8091748,+129.82,+0.9127,+205.2,+0.7435,0,000
1559890559.834927,+129.77,+0.9128,+205.2,+0.7435,0,000
1559890581.8607616,+129.71,+0.9129,+205.1,+0.7436,0,000
1559890603.8854635,+129.66,+0.9131,+205.1,+0.7437,0,000
1559890625.910488,+129.61,+0.9132,+205.1,+0.7438,0,000
1559890647.9359515,+129.54,+0.9133,+205.0,+0.7438,0,000
1559890669.9615583,+129.48,+0.9134,+205.0,+0.7439,0,000
1559890691.98746,+129.42,+0.9136,+205.0,+0.7440,0,000
1559890714.0123703,+129.37,+0.9137,+205.0,+0.7440,0,000
1559890736.0382526,+129.32,+0.9138,+204.9,+0.7441,0,000
1559890758.0638754,+129.26,+0.9139,+204.9,+0.7442,0,000
1559890780.0895276,+129.21,+0.9140,+204.9,+0.7442,0,000
1559890802.1150818,+129.15,+0.9142,+204.8,+0.7443,0,000
1559890824.1408827,+129.10,+0.9143,+204.8,+0.7444,0,000
1559890846.1662836,+129.05,+0.9144,+204.8,+0.7444,0,000
1559890868.1917078,+128.99,+0.9145,+204.8,+0.7445,0,000
1559890890.2171245,+128.94,+0.9146,+204.7,+0.7446,0,000
1559890912.2427037,+128.88,+0.9147,+204.7,+0.7446,0,000
1559890934.268366,+128.83,+0.9149,+204.7,+0.7447,0,000
1559890956.294013,+128.78,+0.9150,+204.6,+0.7448,0,000
1559890978.3189816,+128.72,+0.9151,+204.6,+0.7448,0,000
1559891000.3444457,+128.67,+0.9152,+204.6,+0.7449,0,000
1559891022.3695912,+128.61,+0.9153,+204.5,+0.7450,0,000
1559891044.394904,+128.56,+0.9154,+204.5,+0.7451,0,000
1559891066.420346,+128.50,+0.9156,+204.5,+0.7451,0,000
1559891088.443701,+128.45,+0.9157,+204.5,+0.7452,0,000
1559891110.4693878,+128.39,+0.9158,+204.4,+0.7453,0,000
1559891132.4949534,+128.34,+0.9159,+204.4,+0.7453,0,000
1559891154.5191562,+128.28,+0.9160,+204.4,+0.7454,0,000
1559891176.5449166,+128.23,+0.9161,+204.3,+0.7455,0,000
1559891198.5698009,+128.18,+0.9163,+204.3,+0.7455,0,000
1559891220.5956295,+128.13,+0.9164,+204.3,+0.7456,0,000
1559891242.6213632,+128.07,+0.9165,+204.3,+0.7457,0,000
1559891264.6469865,+128.01,+0.9166,+204.2,+0.7457,0,000
1559891286.6724658,+127.96,+0.9167,+204.2,+0.7458,0,000
1559891308.6976242,+127.91,+0.9168,+204.2,+0.7459,0,000
1559891330.7229695,+127.86,+0.9170,+204.1,+0.7459,0,000
1559891352.7484121,+127.80,+0.9171,+204.1,+0.7460,0,000
1559891374.7724154,+127.75,+0.9172,+204.1,+0.7461,0,000
1559891396.7981796,+127.69,+0.9173,+204.1,+0.7461,0,000
1559891418.823882,+127.63,+0.9174,+204.0,+0.7462,0,000
1559891440.84948,+127.59,+0.9175,+204.0,+0.7463,0,000
1559891462.8750038,+127.53,+0.9176,+204.0,+0.7463,0,000
1559891484.900396,+127.48,+0.9178,+203.9,+0.7464,0,000
1559891506.9250064,+127.42,+0.9179,+203.9,+0.7465,0,000
1559891528.9506538,+127.36,+0.9180,+203.9,+0.7465,0,000
1559891550.976082,+127.31,+0.9181,+203.9,+0.7466,0,000
1559891573.0016618,+127.26,+0.9182,+203.8,+0.7467,0,000
1559891595.0271223,+127.20,+0.9183,+203.8,+0.7467,0,000
1559891617.0528953,+127.15,+0.9185,+203.8,+0.7468,0,000
1559891639.078461,+127.10,+0.9186,+203.7,+0.7469,0,000
1559891661.1038566,+127.04,+0.9187,+203.7,+0.7469,0,000
1559891683.1294599,+126.99,+0.9188,+203.7,+0.7470,0,000
1559891705.1549835,+126.94,+0.9189,+203.7,+0.7471,0,000
1559891727.1804833,+126.88,+0.9190,+203.6,+0.7471,0,000
1559891749.206011,+126.83,+0.9192,+203.6,+0.7472,0,000
1559891771.231477,+126.78,+0.9193,+203.6,+0.7473,0,000
1559891793.2568948,+126.72,+0.9194,+203.5,+0.7473,0,000
1559891815.282496,+126.67,+0.9195,+203.5,+0.7474,0,000
1559891837.3079798,+126.62,+0.9196,+203.5,+0.7475,0,000
1559891859.3336015,+126.56,+0.9197,+203.4,+0.7475,0,000
1559891881.3575864,+126.51,+0.9198,+203.4,+0.7476,0,000
1559891903.3830268,+126.46,+0.9200,+203.4,+0.7477,0,000
1559891925.4085934,+126.40,+0.9201,+203.4,+0.7477,0,000
1559891947.434168,+126.35,+0.9202,+203.3,+0.7478,0,000
1559891969.4575903,+126.29,+0.9203,+203.3,+0.7479,0,000
1559891991.4809847,+126.24,+0.9204,+203.3,+0.7479,0,000
1559892013.504751,+126.19,+0.9205,+203.3,+0.7480,0,000
1559892035.5287309,+126.13,+0.9206,+203.2,+0.7481,0,000
1559892057.5524118,+126.08,+0.9208,+203.2,+0.7481,0,000
1559892079.5756996,+126.02,+0.9209,+203.2,+0.7482,0,000
1559892101.5997233,+125.97,+0.9210,+203.1,+0.7483,0,000
1559892123.624726,+125.92,+0.9211,+203.1,+0.7483,0,000
1559892145.6495616,+125.86,+0.9212,+203.1,+0.7484,0,000
1559892167.6735783,+125.80,+0.9213,+203.1,+0.7485,0,000
1559892189.6991386,+125.76,+0.9215,+203.0,+0.7485,0,000
1559892211.724816,+125.70,+0.9216,+203.0,+0.7486,0,000
1559892233.7488341,+125.65,+0.9217,+203.0,+0.7487,0,000
1559892255.7743962,+125.59,+0.9218,+202.9,+0.7487,0,000
1559892277.7982528,+125.54,+0.9219,+202.9,+0.7488,0,000
1559892299.822966,+125.49,+0.9220,+202.9,+0.7489,0,000
1559892321.8483195,+125.43,+0.9222,+202.9,+0.7489,0,000
1559892343.871722,+125.39,+0.9223,+202.8,+0.7490,0,000
1559892365.8966858,+125.32,+0.9224,+202.8,+0.7491,0,000
1559892387.920838,+125.27,+0.9225,+202.8,+0.7491,0,000
1559892409.9446883,+125.22,+0.9226,+202.7,+0.7492,0,000
1559892431.970129,+125.16,+0.9227,+202.7,+0.7493,0,000
1559892453.995789,+125.12,+0.9228,+202.7,+0.7493,0,000
1559892476.021508,+125.05,+0.9230,+202.7,+0.7494,0,000
1559892498.0468497,+125.00,+0.9231,+202.6,+0.7495,0,000
1559892520.0721922,+124.95,+0.9232,+202.6,+0.7495,0,000
1559892542.0968688,+124.90,+0.9233,+202.6,+0.7496,0,000
1559892564.1219926,+124.84,+0.9234,+202.5,+0.7497,0,000
1559892586.1473904,+124.79,+0.9235,+202.5,+0.7497,0,000
1559892608.1728,+124.74,+0.9236,+202.5,+0.7498,0,000
1559892630.197592,+124.68,+0.9238,+202.5,+0.7499,0,000
1559892652.220349,+124.63,+0.9239,+202.4,+0.7499,0,000
1559892674.2448242,+124.58,+0.9240,+202.4,+0.7500,0,000
1559892696.2704124,+124.52,+0.9241,+202.4,+0.7501,0,000
1559892718.2957375,+124.47,+0.9242,+202.3,+0.7501,0,000
1559892740.3191626,+124.42,+0.9243,+202.3,+0.7502,0,000
1559892762.3449552,+124.36,+0.9245,+202.3,+0.7502,0,000
1559892784.3689919,+124.31,+0.9246,+202.3,+0.7503,0,000
1559892806.393601,+124.26,+0.9247,+202.2,+0.7504,0,000
1559892828.4176016,+124.20,+0.9248,+202.2,+0.7504,0,000
1559892850.4394035,+124.15,+0.9249,+202.2,+0.7505,0,000
1559892872.4616072,+124.10,+0.9250,+202.1,+0.7506,0,000
1559892894.487198,+124.05,+0.9251,+202.1,+0.7506,0,000
1559892916.5129075,+123.99,+0.9253,+202.1,+0.7507,0,000
1559892938.5357134,+123.94,+0.9254,+202.1,+0.7508,0,000
1559892960.5595632,+123.88,+0.9255,+202.0,+0.7508,0,000
1559892982.5849915,+123.83,+0.9256,+202.0,+0.7509,0,000
1559893004.6077077,+123.78,+0.9257,+202.0,+0.7510,0,000
1559893026.632329,+123.72,+0.9258,+201.9,+0.7510,0,000
1559893048.6578283,+123.67,+0.9259,+201.9,+0.7511,0,000
1559893070.6831245,+123.62,+0.9260,+201.9,+0.7512,0,000
1559893092.7080119,+123.57,+0.9262,+201.9,+0.7512,0,000
1559893114.7334073,+123.51,+0.9263,+201.8,+0.7513,0,000
1559893136.7588928,+123.46,+0.9264,+201.8,+0.7514,0,000
1559893158.782402,+123.40,+0.9265,+201.8,+0.7514,0,000
1559893180.807128,+123.36,+0.9266,+201.7,+0.7515,0,000
1559893202.8328524,+123.31,+0.9267,+201.7,+0.7516,0,000
1559893224.8575082,+123.25,+0.9268,+201.7,+0.7516,0,000
1559893246.8831122,+123.20,+0.9269,+201.7,+0.7517,0,000
1559893268.9083815,+123.14,+0.9271,+201.6,+0.7518,0,000
1559893290.9317272,+123.09,+0.9272,+201.6,+0.7518,0,000
1559893312.9569538,+123.04,+0.9273,+201.6,+0.7519,0,000
1559893334.980882,+122.98,+0.9274,+201.6,+0.7520,0,000
1559893357.006785,+122.93,+0.9275,+201.5,+0.7520,0,000
1559893379.0326266,+122.88,+0.9276,+201.5,+0.7521,0,000
1559893401.058203,+122.83,+0.9277,+201.5,+0.7522,0,000
1559893423.0838082,+122.78,+0.9279,+201.4,+0.7522,0,000
1559893445.1094038,+122.72,+0.9280,+201.4,+0.7523,0,000
1559893467.134947,+122.67,+0.9281,+201.4,+0.7523,0,000
1559893489.1609128,+122.62,+0.9282,+201.3,+0.7524,0,000
1559893511.186546,+122.56,+0.9283,+201.3,+0.7525,0,000
1559893533.2123325,+122.51,+0.9284,+201.3,+0.7525,0,000
1559893555.2380931,+122.46,+0.9286,+201.3,+0.7526,0,000
1559893577.2621965,+122.41,+0.9287,+201.2,+0.7527,0,000
1559893599.2880456,+122.36,+0.9288,+201.2,+0.7527,0,000
1559893621.3137004,+122.30,+0.9289,+201.2,+0.7528,0,000
1559893643.3390975,+122.24,+0.9290,+201.2,+0.7529,0,000
1559893665.3648841,+122.20,+0.9291,+201.1,+0.7529,0,000
1559893687.3906963,+122.14,+0.9292,+201.1,+0.7530,0,000
1559893709.415678,+122.09,+0.9294,+201.1,+0.7531,0,000
1559893731.4403024,+122.04,+0.9295,+201.0,+0.7531,0,000
1559893753.465618,+121.98,+0.9296,+201.0,+0.7532,0,000
1559893775.488965,+121.93,+0.9297,+201.0,+0.7533,0,000
1559893797.5147347,+121.88,+0.9298,+201.0,+0.7533,0,000
1559893819.540346,+121.83,+0.9299,+200.9,+0.7534,0,000
1559893841.5660055,+121.77,+0.9300,+200.9,+0.7535,0,000
1559893863.5917118,+121.72,+0.9302,+200.9,+0.7535,0,000
1559893885.6171842,+121.67,+0.9303,+200.9,+0.7536,0,000
1559893907.642884,+121.61,+0.9304,+200.8,+0.7536,0,000
1559893929.6677518,+121.56,+0.9305,+200.8,+0.7537,0,000
1559893951.693333,+121.50,+0.9306,+200.8,+0.7538,0,000
1559893973.7184873,+121.45,+0.9307,+200.7,+0.7538,0,000
1559893995.7442567,+121.40,+0.9308,+200.7,+0.7539,0,000
1559894017.7701411,+121.35,+0.9309,+200.7,+0.7540,0,000
1559894039.795071,+121.29,+0.9311,+200.7,+0.7540,0,000
1559894061.8203938,+121.24,+0.9312,+200.6,+0.7541,0,000
1559894083.8460588,+121.19,+0.9313,+200.6,+0.7542,0,000
1559894105.8713582,+121.13,+0.9314,+200.6,+0.7542,0,000
1559894127.895945,+121.08,+0.9315,+200.5,+0.7543,0,000
1559894149.92042,+121.03,+0.9316,+200.5,+0.7544,0,000
1559894171.9453425,+120.97,+0.9317,+200.5,+0.7544,0,000
1559894193.9695742,+120.92,+0.9318,+200.5,+0.7545,0,000
