t,Sensor V [V],Control T [K],Control V [V],Heater Range [a.u.],Heater % [a.u.]
1560088642.2425027,+1.3606,+001.39,+1.7348,0,000
1560088660.2635674,+1.3606,+001.39,+1.7347,0,000
1560088678.2845287,+1.3606,+001.39,+1.7348,0,000
1560088696.3054142,+1.3606,+001.39,+1.7348,0,000
1560088714.3264575,+1.3606,+001.39,+1.7348,0,000
1560088732.3454983,+1.3606,+001.39,+1.7346,0,000
1560088750.3663504,+1.3606,+001.39,+1.7348,0,000
1560088768.3873205,+1.3606,+001.39,+1.7349,0,000
1560088786.4082358,+1.3607,+001.39,+1.7353,0,000
1560088804.428964,+1.3607,+001.39,+1.7349,0,000
1560088822.4499757,+1.3607,+001.39,+1.7349,0,000
1560088840.4689357,+1.3607,+001.39,+1.7348,0,000
1560088858.4899223,+1.3607,+001.39,+1.7347,0,000
1560088876.5107412,+1.3607,+001.39,+1.7348,0,000
1560088894.531061,+1.3607,+001.39,+1.7352,0,000
1560088912.5511851,+1.3607,+001.39,+1.7351,0,000
1560088930.57204,+1.3607,+001.39,+1.7349,0,000
1560088948.5927055,+1.3608,+001.39,+1.7348,0,000
1560088966.613614,+1.3608,+001.39,+1.7347,0,000
1560088984.6346254,+1.3608,+001.39,+1.7348,0,000
1560089002.655575,+1.3608,+001.39,+1.7348,0,000
1560089020.6751127,+1.3608,+001.39,+1.7348,0,000
1560089038.6950567,+1.3608,+001.39,+1.7347,0,000
1560089056.71494,+1.3608,+001.39,+1.7350,0,000
1560089074.735068,+1.3608,+001.39,+1.7349,0,000
1560089092.7558074,+1.3608,+001.39,+1.7348,0,000
1560089110.7748463,+1.3608,+001.39,+1.7346,0,000
1560089128.7956765,+1.3609,+001.39,+1.7348,0,000
1560089146.815734,+1.3609,+001.39,+1.7348,0,000
1560089164.8368497,+1.3609,+001.39,+1.7348,0,000
1560089182.8568945,+1.3609,+001.39,+1.7347,0,000
1560089200.8775647,+1.3609,+001.39,+1.7348,0,000
1560089218.8957703,+1.3609,+001.39,+1.7348,0,000
1560089236.9167027,+1.3609,+001.39,+1.7347,0,000
1560089254.9362786,+1.3609,+001.39,+1.7348,0,000
1560089272.95717,+1.3610,+001.39,+1.7347,0,000
1560089290.9780085,+1.3610,+001.39,+1.7348,0,000
1560089308.9989774,+1.3610,+001.39,+1.7347,0,000
1560089327.019994,+1.3610,+001.39,+1.7346,0,000
1560089345.0409112,+1.3610,+001.39,+1.7349,0,000
1560089363.0616374,+1.3610,+001.39,+1.7347,0,000
1560089381.0825148,+1.3610,+001.39,+1.7347,0,000
1560089399.1033938,+1.3610,+001.39,+1.7346,0,000
1560089417.124102,+1.3610,+001.39,+1.7346,0,000
1560089435.1438663,+1.3610,+001.39,+1.7350,0,000
1560089453.164869,+1.3610,+001.39,+1.7349,0,000
1560089471.185677,+1.3610,+001.39,+1.7355,0,000
1560089489.206565,+1.3611,+001.39,+1.7353,0,000
1560089507.2274117,+1.3611,+001.39,+1.7350,0,000
1560089525.247655,+1.3611,+001.39,+1.7348,0,000
1560089543.2685497,+1.3611,+001.39,+1.7348,0,000
1560089561.2895608,+1.3611,+001.39,+1.7347,0,000
1560089579.3104508,+1.3611,+001.39,+1.7347,0,000
1560089597.3313015,+1.3611,+001.39,+1.7348,0,000
1560089615.3523986,+1.3611,+001.39,+1.7346,0,000
1560089633.3734586,+1.3612,+001.39,+1.7346,0,000
1560089651.3942373,+1.3612,+001.39,+1.7349,0,000
1560089669.415277,+1.3612,+001.39,+1.7350,0,000
1560089687.4363303,+1.3612,+001.39,+1.7349,0,000
1560089705.4573646,+1.3612,+001.39,+1.7352,0,000
1560089723.478272,+1.3612,+001.39,+1.7353,0,000
1560089741.4991646,+1.3612,+001.39,+1.7349,0,000
1560089759.5197697,+1.3612,+001.39,+1.7348,0,000
1560089777.5406842,+1.3612,+001.39,+1.7348,0,000
1560089795.5609262,+1.3613,+001.39,+1.7348,0,000
1560089813.5819,+1.3613,+001.39,+1.7347,0,000
1560089831.6007557,+1.3613,+001.39,+1.7348,0,000
1560089849.62147,+1.3613,+001.39,+1.7347,0,000
1560089867.6423855,+1.3613,+001.39,+1.7350,0,000
1560089885.6633997,+1.3613,+001.39,+1.7350,0,000
1560089903.6841621,+1.3613,+001.39,+1.7348,0,000
1560089921.7044277,+1.3613,+001.39,+1.7348,0,000
1560089939.7237458,+1.3613,+001.39,+1.7349,0,000
1560089957.7441738,+1.3614,+001.39,+1.7349,0,000
1560089975.7648685,+1.3614,+001.39,+1.7349,0,000
1560089993.7855902,+1.3614,+001.39,+1.7350,0,000
1560090011.804905,+1.3614,+001.39,+1.7348,0,000
1560090029.824423,+1.3614,+001.39,+1.7349,0,000
1560090047.845422,+1.3614,+001.39,+1.7348,0,000
1560090065.8665297,+1.3614,+001.39,+1.7348,0,000
1560090083.8853621,+1.3614,+001.39,+1.7348,0,000
1560090101.904415,+1.3614,+001.39,+1.7347,0,000
1560090119.9249573,+1.3615,+001.39,+1.7347,0,000
1560090137.9442937,+1.3615,+001.39,+1.7347,0,000
1560090155.9650135,+1.3615,+001.39,+1.7346,0,000
1560090173.9860964,+1.3615,+001.39,+1.7347,0,000
1560090192.0071075,+1.3615,+001.39,+1.7350,0,000
1560090210.0281253,+1.3615,+001.39,+1.7352,0,000
1560090228.049001,+1.3615,+001.39,+1.7348,0,000
1560090246.0699253,+1.3616,+001.39,+1.7347,0,000
1560090264.090694,+1.3616,+001.39,+1.7347,0,000
1560090282.1116734,+1.3616,+001.39,+1.7347,0,000
1560090300.1325467,+1.3616,+001.39,+1.7347,0,000
1560090318.153415,+1.3616,+001.39,+1.7347,0,000
1560090336.1744008,+1.3616,+001.39,+1.7347,0,000
1560090354.1954312,+1.3616,+001.39,+1.7347,0,000
1560090372.2157595,+1.3616,+001.39,+1.7348,0,000
1560090390.2368512,+1.3616,+001.39,+1.7348,0,000
1560090408.2577581,+1.3617,+001.39,+1.7350,0,000
1560090426.2783341,+1.3617,+001.39,+1.7351,0,000
1560090444.2992363,+1.3617,+001.39,+1.7349,0,000
1560090462.3202877,+1.3617,+001.39,+1.7349,0,000
1560090480.3409474,+1.3617,+001.39,+1.7349,0,000
1560090498.3610134,+1.3617,+001.39,+1.7349,0,000
1560090516.38208,+1.3617,+001.39,+1.7349,0,000
1560090534.4029908,+1.3617,+001.39,+1.7348,0,000
1560090552.4237769,+1.3618,+001.39,+1.7348,0,000
1560090570.4446774,+1.3618,+001.39,+1.7349,0,000
1560090588.4655883,+1.3618,+001.39,+1.7348,0,000
1560090606.4865913,+1.3618,+001.39,+1.7347,0,000
1560090624.5074944,+1.3618,+001.39,+1.7348,0,000
1560090642.5282092,+1.3618,+001.39,+1.7349,0,000
1560090660.549032,+1.3618,+001.39,+1.7349,0,000
1560090678.567744,+1.3618,+001.39,+1.7348,0,000
1560090696.5877347,+1.3618,+001.39,+1.7348,0,000
1560090714.606526,+1.3618,+001.39,+1.7349,0,000
1560090732.6276517,+1.3619,+001.39,+1.7349,0,000
1560090750.647767,+1.3619,+001.39,+1.7348,0,000
1560090768.6687198,+1.3619,+001.39,+1.7348,0,000
1560090786.6881988,+1.3619,+001.39,+1.7350,0,000
1560090804.7089996,+1.3619,+001.39,+1.7349,0,000
1560090822.7283838,+1.3619,+001.39,+1.7348,0,000
1560090840.7476923,+1.3619,+001.39,+1.7349,0,000
1560090858.7685328,+1.3619,+001.39,+1.7348,0,000
1560090876.788429,+1.3619,+001.39,+1.7348,0,000
1560090894.8090556,+1.3619,+001.39,+1.7348,0,000
1560090912.8282177,+1.3619,+001.39,+1.7349,0,000
1560090930.84831,+1.3620,+001.39,+1.7348,0,000
1560090948.868382,+1.3620,+001.39,+1.7346,0,000
1560090966.8892663,+1.3620,+001.39,+1.7349,0,000
1560090984.9082642,+1.3620,+001.39,+1.7350,0,000
1560091002.928872,+1.3620,+001.39,+1.7348,0,000
1560091020.9491117,+1.3620,+001.39,+1.7350,0,000
1560091038.9700778,+1.3620,+001.39,+1.7349,0,000
1560091056.9911268,+1.3621,+001.39,+1.7348,0,000
1560091075.0122144,+1.3621,+001.39,+1.7348,0,000
1560091093.0321863,+1.3621,+001.39,+1.7348,0,000
1560091111.0531578,+1.3621,+001.39,+1.7349,0,000
1560091129.0741773,+1.3621,+001.39,+1.7348,0,000
1560091147.095158,+1.3621,+001.39,+1.7349,0,000
1560091165.1151323,+1.3621,+001.39,+1.7349,0,000
1560091183.1362946,+1.3621,+001.39,+1.7347,0,000
1560091201.1568553,+1.3621,+001.39,+1.7348,0,000
1560091219.1777205,+1.3621,+001.39,+1.7349,0,000
1560091237.1987274,+1.3622,+001.39,+1.7349,0,000
1560091255.2195253,+1.3622,+001.39,+1.7348,0,000
1560091273.240253,+1.3622,+001.39,+1.7349,0,000
1560091291.2611618,+1.3622,+001.39,+1.7350,0,000
1560091309.2819393,+1.3622,+001.39,+1.7350,0,000
1560091327.3008668,+1.3622,+001.39,+1.7348,0,000
1560091345.3210104,+1.3622,+001.39,+1.7348,0,000
1560091363.3421297,+1.3623,+001.39,+1.7349,0,000
1560091381.3632452,+1.3623,+001.39,+1.7348,0,000
1560091399.3836288,+1.3623,+001.39,+1.7348,0,000
1560091417.404533,+1.3623,+001.39,+1.7348,0,000
1560091435.4256012,+1.3623,+001.39,+1.7350,0,000
1560091453.446569,+1.3623,+001.39,+1.7349,0,000
1560091471.4677026,+1.3623,+001.39,+1.7349,0,000
1560091489.487733,+1.3623,+001.39,+1.7350,0,000
1560091507.5085998,+1.3623,+001.39,+1.7350,0,000
1560091525.5284169,+1.3623,+001.39,+1.7350,0,000
1560091543.5496395,+1.3623,+001.39,+1.7350,0,000
1560091561.5695994,+1.3624,+001.39,+1.7350,0,000
1560091579.5905602,+1.3624,+001.39,+1.7350,0,000
1560091597.6116557,+1.3624,+001.39,+1.7348,0,000
1560091615.6327572,+1.3624,+001.39,+1.7349,0,000
1560091633.6514645,+1.3624,+001.39,+1.7347,0,000
1560091651.6724577,+1.3624,+001.39,+1.7346,0,000
1560091669.6928608,+1.3624,+001.39,+1.7348,0,000
1560091687.7127678,+1.3624,+001.39,+1.7349,0,000
1560091705.7337718,+1.3624,+001.39,+1.7350,0,000
1560091723.7547944,+1.3624,+001.39,+1.7349,0,000
1560091741.77594,+1.3624,+001.39,+1.7348,0,000
1560091759.7968266,+1.3625,+001.39,+1.7348,0,000
1560091777.817863,+1.3625,+001.39,+1.7347,0,000
1560091795.8390505,+1.3625,+001.39,+1.7347,0,000
1560091813.86014,+1.3625,+001.39,+1.7348,0,000
1560091831.8812318,+1.3625,+001.39,+1.7349,0,000
1560091849.9011335,+1.3625,+001.39,+1.7348,0,000
1560091867.92087,+1.3625,+001.39,+1.7349,0,000
1560091885.94014,+1.3626,+001.39,+1.7348,0,000
1560091903.9595675,+1.3626,+001.39,+1.7348,0,000
1560091921.9790807,+1.3626,+001.39,+1.7350,0,000
1560091940.0002062,+1.3626,+001.39,+1.7348,0,000
1560091958.0197382,+1.3626,+001.39,+1.7347,0,000
1560091976.0404477,+1.3626,+001.39,+1.7350,0,000
1560091994.0615187,+1.3626,+001.39,+1.7349,0,000
1560092012.0808015,+1.3626,+001.39,+1.7350,0,000
1560092030.101006,+1.3627,+001.39,+1.7349,0,000
1560092048.121707,+1.3627,+001.39,+1.7349,0,000
1560092066.1427891,+1.3627,+001.39,+1.7347,0,000
1560092084.163745,+1.3627,+001.39,+1.7348,0,000
1560092102.1848955,+1.3627,+001.39,+1.7348,0,000
1560092120.2049735,+1.3627,+001.39,+1.7347,0,000
1560092138.2262666,+1.3627,+001.39,+1.7347,0,000
1560092156.2471702,+1.3627,+001.39,+1.7350,0,000
1560092174.2682376,+1.3627,+001.39,+1.7349,0,000
1560092192.2888203,+1.3627,+001.39,+1.7348,0,000
1560092210.309563,+1.3628,+001.39,+1.7348,0,000
1560092228.3303652,+1.3628,+001.39,+1.7347,0,000
1560092246.3514938,+1.3628,+001.39,+1.7347,0,000
1560092264.3711445,+1.3628,+001.39,+1.7348,0,000
1560092282.3918397,+1.3628,+001.39,+1.7348,0,000
1560092300.4129453,+1.3628,+001.39,+1.7351,0,000
1560092318.4340262,+1.3628,+001.39,+1.7349,0,000
1560092336.4550648,+1.3629,+001.39,+1.7350,0,000
1560092354.4757407,+1.3629,+001.39,+1.7349,0,000
1560092372.4968972,+1.3629,+001.39,+1.7349,0,000
1560092390.5170138,+1.3629,+001.39,+1.7349,0,000
1560092408.5382648,+1.3629,+001.39,+1.7348,0,000
1560092426.5594327,+1.3629,+001.39,+1.7346,0,000
1560092444.580631,+1.3629,+001.39,+1.7347,0,000
1560092462.6016378,+1.3629,+001.39,+1.7349,0,000
1560092480.6207998,+1.3629,+001.39,+1.7347,0,000
1560092498.6414726,+1.3629,+001.39,+1.7349,0,000
1560092516.6625016,+1.3629,+001.39,+1.7348,0,000
1560092534.6837366,+1.3630,+001.39,+1.7350,0,000
1560092552.704823,+1.3630,+001.39,+1.7350,0,000
1560092570.7261307,+1.3630,+001.39,+1.7350,0,000
1560092588.7471943,+1.3630,+001.39,+1.7349,0,000
1560092606.7683434,+1.3630,+001.39,+1.7348,0,000
1560092624.7896333,+1.3630,+001.39,+1.7349,0,000
1560092642.810499,+1.3630,+001.39,+1.7348,0,000
1560092660.8313293,+1.3630,+001.39,+1.7349,0,000
1560092678.8523045,+1.3631,+001.39,+1.7349,0,000
1560092696.8733885,+1.3631,+001.39,+1.7348,0,000
1560092714.8941932,+1.3631,+001.39,+1.7349,0,000
1560092732.915203,+1.3631,+001.39,+1.7349,0,000
1560092750.936239,+1.3631,+001.39,+1.7350,0,000
1560092768.9573061,+1.3631,+001.39,+1.7350,0,000
1560092786.9780147,+1.3631,+001.39,+1.7348,0,000
1560092804.9990883,+1.3631,+001.39,+1.7348,0,000
1560092823.020114,+1.3631,+001.39,+1.7348,0,000
1560092841.0410583,+1.3632,+001.39,+1.7349,0,000
1560092859.0620673,+1.3632,+001.39,+1.7347,0,000
1560092877.0830307,+1.3632,+001.39,+1.7348,0,000
1560092895.1040535,+1.3632,+001.39,+1.7348,0,000
1560092913.124976,+1.3632,+001.39,+1.7348,0,000
1560092931.145608,+1.3632,+001.39,+1.7348,0,000
1560092949.165426,+1.3632,+001.39,+1.7348,0,000
1560092967.1856022,+1.3632,+001.39,+1.7347,0,000
1560092985.2067425,+1.3632,+001.39,+1.7348,0,000
1560093003.2275276,+1.3632,+001.39,+1.7350,0,000
1560093021.2485626,+1.3633,+001.39,+1.7350,0,000
1560093039.2691915,+1.3633,+001.39,+1.7350,0,000
1560093057.2890017,+1.3633,+001.39,+1.7350,0,000
1560093075.3091288,+1.3633,+001.39,+1.7350,0,000
1560093093.328994,+1.3633,+001.39,+1.7348,0,000
1560093111.3499238,+1.3633,+001.39,+1.7348,0,000
1560093129.370989,+1.3633,+001.39,+1.7349,0,000
1560093147.3912985,+1.3634,+001.39,+1.7349,0,000
1560093165.41229,+1.3634,+001.39,+1.7348,0,000
1560093183.4329555,+1.3634,+001.39,+1.7350,0,000
1560093201.4538057,+1.3634,+001.39,+1.7349,0,000
1560093219.4747484,+1.3634,+001.39,+1.7348,0,000
1560093237.495716,+1.3634,+001.39,+1.7348,0,000
1560093255.516849,+1.3634,+001.39,+1.7348,0,000
1560093273.5376506,+1.3634,+001.39,+1.7348,0,000
1560093291.5586617,+1.3634,+001.39,+1.7349,0,000
1560093309.5795884,+1.3634,+001.39,+1.7349,0,000
1560093327.6004927,+1.3635,+001.39,+1.7348,0,000
1560093345.6214526,+1.3635,+001.39,+1.7347,0,000
1560093363.6424587,+1.3635,+001.39,+1.7348,0,000
1560093381.6633897,+1.3635,+001.39,+1.7349,0,000
1560093399.6842716,+1.3635,+001.39,+1.7348,0,000
1560093417.70441,+1.3635,+001.39,+1.7349,0,000
1560093435.7242665,+1.3635,+001.39,+1.7348,0,000
1560093453.7452388,+1.3635,+001.39,+1.7348,0,000
1560093471.7659993,+1.3635,+001.39,+1.7347,0,000
1560093489.7852657,+1.3635,+001.39,+1.7348,0,000
1560093507.8061445,+1.3635,+001.39,+1.7348,0,000
1560093525.8271081,+1.3636,+001.39,+1.7348,0,000
1560093543.848231,+1.3636,+001.39,+1.7348,0,000
1560093561.8683124,+1.3636,+001.39,+1.7347,0,000
1560093579.889009,+1.3636,+001.39,+1.7348,0,000
1560093597.9099376,+1.3636,+001.39,+1.7348,0,000
1560093615.9304948,+1.3636,+001.39,+1.7349,0,000
1560093633.9511511,+1.3636,+001.39,+1.7348,0,000
1560093651.9720502,+1.3636,+001.39,+1.7348,0,000
1560093669.9929078,+1.3636,+001.39,+1.7347,0,000
1560093688.0137677,+1.3637,+001.39,+1.7348,0,000
1560093706.0343254,+1.3637,+001.39,+1.7350,0,000
1560093724.0552478,+1.3637,+001.39,+1.7348,0,000
1560093742.076146,+1.3637,+001.39,+1.7348,0,000
1560093760.097057,+1.3637,+001.39,+1.7349,0,000
1560093778.1181371,+1.3637,+001.39,+1.7349,0,000
1560093796.1389124,+1.3637,+001.39,+1.7349,0,000
1560093814.1598723,+1.3637,+001.39,+1.7349,0,000
1560093832.180956,+1.3637,+001.39,+1.7350,0,000
1560093850.201643,+1.3638,+001.39,+1.7350,0,000
1560093868.2209334,+1.3638,+001.39,+1.7350,0,000
1560093886.2420192,+1.3638,+001.39,+1.7348,0,000
1560093904.263025,+1.3638,+001.39,+1.7349,0,000
1560093922.283974,+1.3638,+001.39,+1.7348,0,000
1560093940.3050165,+1.3638,+001.39,+1.7350,0,000
1560093958.3260283,+1.3639,+001.39,+1.7349,0,000
1560093976.346899,+1.3639,+001.39,+1.7350,0,000
1560093994.3677464,+1.3639,+001.39,+1.7349,0,000
1560094012.3885396,+1.3639,+001.39,+1.7348,0,000
1560094030.4093342,+1.3639,+001.39,+1.7349,0,000
1560094048.4301407,+1.3639,+001.39,+1.7348,0,000
1560094066.451088,+1.3639,+001.39,+1.7348,0,000
1560094084.4704237,+1.3639,+001.39,+1.7348,0,000
1560094102.4896286,+1.3639,+001.39,+1.7349,0,000
1560094120.5104117,+1.3640,+001.39,+1.7349,0,000
1560094138.5294425,+1.3640,+001.39,+1.7349,0,000
1560094156.5489345,+1.3640,+001.39,+1.7348,0,000
1560094174.5700448,+1.3640,+001.39,+1.7348,0,000
1560094192.5911372,+1.3640,+001.39,+1.7347,0,000
1560094210.6119337,+1.3640,+001.39,+1.7347,0,000
1560094228.6326883,+1.3640,+001.39,+1.7350,0,000
1560094246.6525767,+1.3641,+001.39,+1.7348,0,000
1560094264.6735468,+1.3641,+001.39,+1.7349,0,000
1560094282.6941288,+1.3641,+001.39,+1.7347,0,000
1560094300.7149227,+1.3641,+001.39,+1.7348,0,000
1560094318.7357533,+1.3641,+001.39,+1.7348,0,000
1560094336.756668,+1.3641,+001.39,+1.7348,0,000
1560094354.7775588,+1.3641,+001.39,+1.7348,0,000
1560094372.7985408,+1.3641,+001.39,+1.7347,0,000
1560094390.819444,+1.3642,+001.39,+1.7346,0,000
1560094408.840426,+1.3642,+001.39,+1.7347,0,000
1560094426.8604126,+1.3642,+001.39,+1.7349,0,000
1560094444.8815336,+1.3642,+001.39,+1.7347,0,000
1560094462.900436,+1.3642,+001.39,+1.7348,0,000
1560094480.9215631,+1.3642,+001.39,+1.7350,0,000
1560094498.942459,+1.3642,+001.39,+1.7348,0,000
1560094516.963452,+1.3642,+001.39,+1.7347,0,000
1560094534.983674,+1.3642,+001.39,+1.7348,0,000
1560094553.0037544,+1.3642,+001.39,+1.7347,0,000
1560094571.0247684,+1.3642,+001.39,+1.7350,0,000
1560094589.0455983,+1.3643,+001.39,+1.7351,0,000
1560094607.0666268,+1.3643,+001.39,+1.7349,0,000
1560094625.0877137,+1.3643,+001.39,+1.7348,0,000
1560094643.1085167,+1.3643,+001.39,+1.7347,0,000
1560094661.1295297,+1.3643,+001.39,+1.7348,0,000
1560094679.1489315,+1.3643,+001.39,+1.7346,0,000
1560094697.1696343,+1.3643,+001.39,+1.7347,0,000
1560094715.190627,+1.3643,+001.39,+1.7347,0,000
1560094733.2117102,+1.3643,+001.39,+1.7348,0,000
1560094751.232542,+1.3643,+001.39,+1.7348,0,000
1560094769.2524016,+1.3643,+001.39,+1.7348,0,000
1560094787.2733333,+1.3643,+001.39,+1.7349,0,000
1560094805.2943523,+1.3643,+001.39,+1.7350,0,000
1560094823.3144722,+1.3643,+001.39,+1.7350,0,000
1560094841.334878,+1.3644,+001.39,+1.7347,0,000
1560094859.3556314,+1.3644,+001.39,+1.7349,0,000
1560094877.3765483,+1.3644,+001.39,+1.7350,0,000
1560094895.397494,+1.3644,+001.39,+1.7350,0,000
1560094913.418364,+1.3644,+001.39,+1.7349,0,000
1560094931.4392266,+1.3644,+001.39,+1.7350,0,000
1560094949.4600456,+1.3644,+001.39,+1.7351,0,000
1560094967.48086,+1.3644,+001.39,+1.7350,0,000
1560094985.5015268,+1.3644,+001.39,+1.7349,0,000
1560095003.5209258,+1.3644,+001.39,+1.7350,0,000
1560095021.5418742,+1.3645,+001.39,+1.7348,0,000
1560095039.5627604,+1.3645,+001.39,+1.7349,0,000
1560095057.583706,+1.3645,+001.39,+1.7349,0,000
1560095075.604474,+1.3645,+001.39,+1.7348,0,000
1560095093.625532,+1.3645,+001.39,+1.7349,0,000
1560095111.6466146,+1.3645,+001.39,+1.7348,0,000
1560095129.6676548,+1.3645,+001.39,+1.7349,0,000
1560095147.6886246,+1.3645,+001.39,+1.7348,0,000
1560095165.7083719,+1.3645,+001.39,+1.7349,0,000
1560095183.7290027,+1.3645,+001.39,+1.7348,0,000
1560095201.750054,+1.3646,+001.39,+1.7350,0,000
1560095219.7709444,+1.3646,+001.39,+1.7349,0,000
1560095237.7917666,+1.3646,+001.39,+1.7349,0,000
1560095255.8117602,+1.3646,+001.39,+1.7348,0,000
1560095273.8328383,+1.3646,+001.39,+1.7349,0,000
1560095291.8537138,+1.3646,+001.39,+1.7347,0,000
1560095309.8746874,+1.3647,+001.39,+1.7348,0,000
1560095327.8950264,+1.3647,+001.39,+1.7349,0,000
1560095345.9159663,+1.3647,+001.39,+1.7349,0,000
1560095363.9368072,+1.3647,+001.39,+1.7348,0,000
1560095381.9570224,+1.3647,+001.39,+1.7350,0,000
1560095399.9780245,+1.3647,+001.39,+1.7350,0,000
1560095417.9989195,+1.3647,+001.39,+1.7351,0,000
1560095436.0199034,+1.3647,+001.39,+1.7352,0,000
1560095454.0408576,+1.3647,+001.39,+1.7351,0,000
1560095472.0618312,+1.3647,+001.39,+1.7350,0,000
1560095490.0824614,+1.3648,+001.39,+1.7348,0,000
1560095508.1034448,+1.3648,+001.39,+1.7348,0,000
1560095526.1243372,+1.3648,+001.39,+1.7349,0,000
1560095544.1449926,+1.3648,+001.39,+1.7349,0,000
1560095562.165781,+1.3648,+001.39,+1.7349,0,000
1560095580.1865342,+1.3648,+001.39,+1.7350,0,000
1560095598.207583,+1.3648,+001.39,+1.7349,0,000
1560095616.2285495,+1.3648,+001.39,+1.7350,0,000
1560095634.2495146,+1.3649,+001.39,+1.7350,0,000
1560095652.2688477,+1.3649,+001.39,+1.7349,0,000
1560095670.28946,+1.3649,+001.39,+1.7348,0,000
1560095688.3102677,+1.3649,+001.39,+1.7347,0,000
1560095706.3311863,+1.3649,+001.39,+1.7348,0,000
1560095724.3517592,+1.3649,+001.39,+1.7350,0,000
1560095742.3726935,+1.3649,+001.39,+1.7350,0,000
1560095760.3914933,+1.3649,+001.39,+1.7350,0,000
1560095778.4124677,+1.3650,+001.39,+1.7348,0,000
1560095796.4330053,+1.3650,+001.39,+1.7350,0,000
1560095814.453729,+1.3650,+001.39,+1.7349,0,000
1560095832.4743876,+1.3650,+001.39,+1.7348,0,000
1560095850.494066,+1.3650,+001.39,+1.7349,0,000
1560095868.5135891,+1.3650,+001.39,+1.7348,0,000
1560095886.5344803,+1.3650,+001.39,+1.7349,0,000
1560095904.5553315,+1.3650,+001.39,+1.7348,0,000
1560095922.57634,+1.3650,+001.39,+1.7348,0,000
1560095940.5971975,+1.3650,+001.39,+1.7347,0,000
1560095958.6179473,+1.3650,+001.39,+1.7349,0,000
1560095976.638738,+1.3651,+001.39,+1.7350,0,000
1560095994.659674,+1.3651,+001.39,+1.7350,0,000
1560096012.6806314,+1.3651,+001.39,+1.7349,0,000
1560096030.7015815,+1.3651,+001.39,+1.7350,0,000
1560096048.7223952,+1.3651,+001.39,+1.7350,0,000
1560096066.7434566,+1.3651,+001.39,+1.7350,0,000
1560096084.764075,+1.3652,+001.39,+1.7351,0,000
1560096102.784961,+1.3652,+001.39,+1.7349,0,000
1560096120.8056488,+1.3652,+001.39,+1.7350,0,000
1560096138.8264835,+1.3652,+001.39,+1.7349,0,000
1560096156.8472555,+1.3652,+001.39,+1.7349,0,000
1560096174.8676944,+1.3652,+001.39,+1.7349,0,000
1560096192.8883135,+1.3652,+001.39,+1.7349,0,000
1560096210.9089985,+1.3652,+001.39,+1.7350,0,000
1560096228.929613,+1.3652,+001.39,+1.7350,0,000
1560096246.9496179,+1.3652,+001.39,+1.7349,0,000
1560096264.969605,+1.3652,+001.39,+1.7349,0,000
1560096282.9906743,+1.3653,+001.39,+1.7347,0,000
1560096301.0118005,+1.3653,+001.39,+1.7345,0,000
1560096319.032929,+1.3653,+001.39,+1.7347,0,000
1560096337.05411,+1.3653,+001.39,+1.7347,0,000
1560096355.075141,+1.3653,+001.39,+1.7349,0,000
1560096373.0957906,+1.3653,+001.39,+1.7349,0,000
1560096391.116958,+1.3653,+001.39,+1.7349,0,000
1560096409.137291,+1.3653,+001.39,+1.7349,0,000
1560096427.156976,+1.3654,+001.39,+1.7350,0,000
1560096445.1770055,+1.3654,+001.39,+1.7348,0,000
1560096463.1969304,+1.3654,+001.39,+1.7350,0,000
1560096481.2167928,+1.3654,+001.39,+1.7349,0,000
1560096499.2377515,+1.3654,+001.39,+1.7349,0,000
1560096517.2587044,+1.3654,+001.39,+1.7349,0,000
1560096535.2796693,+1.3654,+001.39,+1.7348,0,000
1560096553.3007243,+1.3654,+001.39,+1.7347,0,000
1560096571.3218544,+1.3655,+001.39,+1.7346,0,000
1560096589.3409278,+1.3655,+001.39,+1.7347,0,000
1560096607.3621116,+1.3655,+001.39,+1.7347,0,000
1560096625.3830764,+1.3655,+001.39,+1.7346,0,000
1560096643.4042816,+1.3655,+001.39,+1.7349,0,000
1560096661.4253843,+1.3655,+001.39,+1.7348,0,000
1560096679.4464135,+1.3655,+001.39,+1.7348,0,000
1560096697.4653976,+1.3655,+001.39,+1.7348,0,000
1560096715.486351,+1.3655,+001.39,+1.7348,0,000
1560096733.5072129,+1.3655,+001.39,+1.7351,0,000
1560096751.52648,+1.3656,+001.39,+1.7350,0,000
1560096769.5456958,+1.3656,+001.39,+1.7350,0,000
1560096787.5667791,+1.3656,+001.39,+1.7349,0,000
1560096805.5878215,+1.3656,+001.39,+1.7349,0,000
1560096823.6089785,+1.3656,+001.39,+1.7349,0,000
1560096841.630111,+1.3656,+001.39,+1.7349,0,000
1560096859.6495879,+1.3656,+001.39,+1.7348,0,000
1560096877.6694107,+1.3656,+001.39,+1.7349,0,000
1560096895.6903508,+1.3656,+001.39,+1.7351,0,000
1560096913.7110841,+1.3657,+001.39,+1.7351,0,000
1560096931.7318115,+1.3657,+001.39,+1.7351,0,000
1560096949.7529273,+1.3657,+001.39,+1.7349,0,000
1560096967.7728648,+1.3657,+001.39,+1.7350,0,000
1560096985.7938688,+1.3657,+001.39,+1.7350,0,000
1560097003.815002,+1.3657,+001.39,+1.7349,0,000
1560097021.835923,+1.3657,+001.39,+1.7350,0,000
1560097039.8567698,+1.3657,+001.39,+1.7350,0,000
1560097057.8775966,+1.3658,+001.39,+1.7349,0,000
1560097075.898571,+1.3658,+001.39,+1.7347,0,000
